Wall time,Step,Value
1526633226.6778874,0,0.6895355582237244
1526633281.2587838,541,0.00439838832244277
1526633341.1814115,977,0.0016916029853746295
1526633401.1722212,1409,0.0016288112383335829
1526633461.262596,1839,0.0008560515125282109
1526633521.1510675,2254,0.00047940592048689723
1526633581.2361495,2689,0.000368016364518553
1526633641.160748,3120,0.00028830382507294416
1526633701.2599726,3557,0.0004451693966984749
1526633761.1961648,3956,8.195098052965477e-05
1526633821.26353,4420,0.00015205754607450217
1526633881.2351573,4843,0.00038720606244169176
1526633941.3125718,5280,0.00021563505288213491
1526634001.2538326,5678,0.00019854788843076676
1526634061.2242846,6149,0.00023892988974694163
1526634121.1723676,6582,0.00018740991072263569
1526634181.317957,7021,0.0009619977790862322
1526634241.271354,7409,0.0035783478524535894
1526634301.1957512,7872,0.00031627260614186525
1526634361.153337,8302,0.0002747777325566858
1526634421.5036955,8740,0.0001392568665323779
1526634481.3113198,9126,0.00010933916200883687
1526634541.2853968,9596,0.0010029214899986982
1526634601.3325057,10033,0.00031075015431270003
1526634661.2929502,10471,7.624739373568445e-05
1526634721.1873493,10875,0.0001555534836370498
1526634781.1917322,11335,7.661407289560884e-05
1526634841.3399894,11776,0.0001751626405166462
1526634901.3074086,12216,6.131582631496713e-05
1526634961.269229,12613,0.006551855243742466
1526635021.1371288,13062,0.00029596881358884275
1526635081.378397,13505,0.004947118926793337
1526635141.231095,13943,0.00012351271288935095
1526635201.1735296,14337,0.0009733446058817208
1526635261.3022819,14782,0.00047163100680336356
1526635321.2117097,15249,0.00025439981254749
1526635381.252125,15688,7.466209353879094e-05
1526635441.259805,16080,5.219029844738543e-05
1526635501.27889,16520,8.553981024306267e-05
1526635561.251806,16971,0.0001124521077144891
1526635621.2266338,17416,0.00031886264332570136
1526635681.2155852,17815,0.00019733436056412756
1526635741.2934494,18246,2.2521873688674532e-05
1526635801.3587456,18716,0.0003342112177051604
1526635861.2286482,19155,0.0011492295889183879
1526635921.217083,19556,0.00013839587336406112
1526635981.2878354,19986,0.0003564432554412633
1526636041.3112893,20451,5.2594532462535426e-05
1526636101.215191,20893,0.0001660774723859504
1526636161.2781775,21292,8.420516678597778e-05
1526636221.2299128,21733,8.76424674061127e-05
1526636281.274165,22171,0.0001283039164263755
1526636341.343218,22634,3.346741868881509e-05
1526636401.1946132,23022,0.00018290471052750945
1526636461.241669,23461,0.00013025918451603502
1526636521.2424572,23894,2.4941604351624846e-05
1526636581.2878935,24355,7.854627619963139e-05
1526636641.1804662,24752,0.00013278049300424755
1526636701.1568959,25191,2.370295078435447e-05
1526636761.264787,25625,9.522072650725022e-05
1526636821.24657,26093,0.0002456047513987869
1526636881.200459,26494,0.00027239625342190266
1526636941.2050173,26933,7.671154889976606e-05
1526637001.2009444,27361,1.8111240933649242e-05
1526637061.2313502,27818,8.910372707759961e-05
1526637121.3429167,28220,1.6592310203122906e-05
1526637181.2633054,28654,0.0003285217972006649
1526637241.1789188,29088,4.695050301961601e-05
1526637301.1884794,29553,4.119265213375911e-05
1526637361.2162712,29956,0.00012188330583740026
1526637421.2217317,30388,0.0001301842276006937
1526637481.2130132,30826,0.00029548408929258585
1526637541.3110757,31264,4.486854231799953e-05
1526637601.2642424,31692,4.722324956674129e-05
1526637661.2113676,32130,0.02157227136194706
1526637721.2022047,32572,0.0004895686870440841
1526637781.2942538,33001,3.4663644328247756e-05
1526637841.2908766,33418,0.00014401270891539752
1526637901.161023,33865,0.00019346681074239314
1526637961.2131288,34298,0.0001349466183455661
1526638021.226245,34729,9.20374077395536e-05
1526638081.2517664,35139,0.000493965984787792
1526638141.2257154,35579,0.002599602797999978
1526638201.2080994,36017,0.00018934300169348717
1526638261.2817867,36443,0.00021509679208975285
1526638321.219415,36853,0.00016324491298291832
1526638381.2188022,37290,0.0005255996948108077
1526638441.3250964,37734,0.0002201699244324118
1526638501.316399,38176,0.00010554258187767118
1526638561.1575177,38583,6.32709707133472e-05
1526638621.192774,39031,0.00012541600153781474
1526638681.1720314,39463,4.876748062088154e-05
1526638741.2977786,39894,4.239717964082956e-05
1526638801.2519066,40295,2.8515743906609714e-05
1526638861.2603614,40757,0.0002611904637888074
1526638921.2654011,41192,5.803999010822736e-05
1526638981.2313719,41621,6.624311208724976e-05
1526639041.213487,42015,0.0002829340228345245
1526639101.287765,42481,3.070071034017019e-05
1526639161.3348546,42924,7.537712372140959e-05
1526639221.2756162,43357,0.00011307116074021906
1526639281.2033772,43754,9.853922529146075e-05
1526639341.3868947,44214,0.00039452427881769836
1526639401.2053597,44652,7.405420910799876e-05
1526639461.361475,45091,2.678772398212459e-05
1526639521.230776,45478,4.105899279238656e-05
1526639581.3128157,45948,0.00017067605222109705
1526639641.2070317,46388,0.0001174729477497749
1526639701.2627878,46820,4.8814574256539345e-05
1526639761.2779448,47213,9.149721154244617e-05
1526639821.2989175,47651,4.214857835904695e-05
1526639881.1907966,48117,0.0001631291233934462
1526639941.2101405,48551,1.42500448419014e-05
1526640001.1859708,48951,0.00012547631922643632
1526640061.1685593,49393,0.00011037637887056917
1526640121.2202864,49856,4.032603101222776e-05
1526640181.3061237,50293,0.0011569488560780883
1526640241.2383244,50686,9.749855962581933e-05
1526640301.2047248,51121,5.079808761365712e-05
1526640361.1963973,51581,4.373041520011611e-05
1526640421.2198718,52010,3.098011438851245e-05
1526640481.2072542,52405,0.0004112592723686248
1526640541.20962,52848,0.0011179480934515595
1526640601.234534,53306,0.0036385362036526203
1526640661.3151894,53744,0.0004117876524105668
1526640721.2034,54147,4.441429700818844e-05
1526640781.2273316,54583,7.711019134148955e-05
1526640841.2145402,55034,0.0034612417221069336
1526640901.2356868,55472,4.2331968870712444e-05
1526640961.254458,55872,5.591315857600421e-05
1526641021.2954514,56305,5.1642160542542115e-05
1526641081.1856956,56741,4.1615814552642405e-05
1526641141.241339,57209,0.00018465635366737843
1526641201.2502623,57609,0.00035114516504108906
1526641261.2223585,58042,3.547141750459559e-05
1526641321.1754308,58483,9.23149855225347e-05
1526641381.2165213,58956,5.363873788155615e-05
1526641441.1989112,59353,0.00026317391893826425
1526641501.1687164,59792,0.00013269943883642554
1526641561.1954074,60235,9.123394556809217e-05
1526641621.2555811,60700,5.7743527577258646e-05
1526641681.1745722,61091,0.0006781440461054444
1526641741.262638,61516,0.0001163624256150797
1526641801.2636979,61950,4.543740215012804e-05
1526641861.196851,62410,0.00021425139857456088
1526641921.2398882,62807,0.00011528198956511915
1526641981.2395236,63244,5.0488917622715235e-05
1526642041.1917014,63684,0.0007019320619292557
1526642101.2034926,64127,3.755860234377906e-05
1526642161.1594305,64552,7.082481170073152e-05
1526642221.2158318,64994,1.7100255718105473e-05
1526642281.257525,65432,5.908876482862979e-05
1526642341.238822,65866,6.686631968477741e-05
1526642401.2295337,66294,0.00016321307339239866
1526642461.1800275,66729,2.1954991098027676e-05
1526642521.2473574,67163,3.257056960137561e-05
1526642581.2850306,67598,8.094818622339517e-05
1526642641.1718721,68019,6.191240390762687e-05
1526642701.1833875,68458,0.0001336948771495372
1526642761.2082784,68896,3.400558853172697e-05
1526642821.2726605,69329,0.00021777207439299673
1526642881.251576,69737,4.790719322045334e-05
1526642941.1675134,70157,7.426177035085857e-05
1526643001.2318769,70586,0.0005265685613267124
1526643061.3193843,71023,4.2719420889625326e-05
1526643121.2602243,71431,0.00013019160542171448
1526643181.2266903,71876,6.614463200094178e-05
1526643241.1534543,72307,0.00011757452739402652
1526643301.2321973,72742,9.418460103916004e-05
1526643361.2437313,73137,9.052302630152553e-05
1526643421.1429012,73592,8.505641017109156e-05
1526643481.2122889,74030,1.3545800356951077e-05
1526643541.2840266,74471,0.00022356165573000908
1526643601.2053957,74864,0.00010229889448964968
1526643661.1703675,75328,6.300403038039804e-05
1526643721.312526,75766,5.1788389100693166e-05
1526643781.270177,76199,3.972120612161234e-05
1526643841.2154775,76596,4.926791007164866e-05
1526643901.2856853,77055,5.162065281183459e-05
1526643961.2361014,77491,4.412779526319355e-05
1526644021.3136506,77919,2.77326053037541e-05
1526644081.2695794,78318,9.682870586402714e-05
1526644141.1773672,78790,0.00010246971214655787
1526644201.1781142,79227,1.6755075193941593e-05
1526644261.2317977,79654,9.238978964276612e-05
1526644321.2358167,80048,3.549693064996973e-05
1526644381.16018,80488,3.250546069466509e-05
1526644441.1962187,80937,0.0019946033135056496
1526644501.243433,81367,9.690893784863874e-05
1526644561.3178747,81758,7.456581079168245e-05
1526644621.3419392,82199,0.00018994066340383142
