Wall time,Step,Value
1523353865.083082,0,1.5491975545883179
1523354336.2688093,5279,0.025070803239941597
1523354959.8718972,11153,0.018171271309256554
1523355537.4603925,17088,0.01987052708864212
1523356134.4989796,23091,0.016072792932391167
1523356734.0732772,29153,0.016721658408641815
1523357334.6475945,35205,0.016676470637321472
1523357933.3081195,41239,0.015768593177199364
1523358533.8048766,47281,0.015271542593836784
1523359136.5269332,53174,0.015442227013409138
1523359735.89191,59116,0.01330948993563652
1523360333.7455657,65045,0.01354569848626852
1523360935.9662828,71093,0.01291066687554121
1523361536.2391937,77066,0.013597425073385239
1523362148.806401,82887,0.013151922263205051
1523362735.2846944,88704,0.011368741281330585
1523363337.661262,94752,0.011397944763302803
