Wall time,Step,Value
1523369348.7622888,0,29.69356918334961
1523369393.0270185,100,3.6375234127044678
1523369453.1748788,246,2.809539318084717
1523369513.1472232,392,3.5907328128814697
1523369572.9516788,538,2.078605890274048
1523369633.0828679,670,2.0465238094329834
1523369693.2103434,818,1.7897331714630127
1523369753.063549,966,1.918310523033142
1523369812.9442275,1114,2.2363734245300293
1523369872.979098,1262,2.030013084411621
1523369933.096702,1409,1.736584186553955
1523369993.035986,1555,1.4346473217010498
1523370053.187564,1703,2.216202974319458
1523370113.1153016,1850,1.6545780897140503
1523370173.1679614,1997,1.7172054052352905
1523370233.1752157,2128,2.3100991249084473
1523370293.124153,2275,1.8993000984191895
1523370353.155583,2423,1.660763144493103
1523370413.0098896,2569,1.6635959148406982
1523370473.1059787,2716,1.4768824577331543
1523370533.3165193,2864,1.3588474988937378
1523370592.9955592,3009,1.414852499961853
1523370652.966311,3156,1.6189061403274536
1523370713.0436285,3303,1.6055495738983154
1523370773.1260664,3450,1.3028391599655151
1523370833.0284915,3582,1.417768120765686
1523370893.1726978,3730,1.2751355171203613
1523370953.0312335,3876,1.510627031326294
1523371013.1451414,4024,1.2216464281082153
1523371072.971328,4169,1.4074790477752686
1523371133.0486968,4316,1.493025779724121
1523371193.1569726,4462,1.3633472919464111
1523371253.2586272,4609,1.3701766729354858
1523371312.8904388,4755,1.4943687915802002
1523371373.026426,4902,1.2090091705322266
1523371433.0247483,5034,1.3025104999542236
1523371493.047194,5180,1.5428611040115356
1523371553.0033612,5327,1.5094099044799805
1523371613.229504,5474,1.658976674079895
1523371673.1632092,5620,1.8039000034332275
1523371733.2129235,5767,1.4027825593948364
1523371793.1061392,5911,1.3909485340118408
1523371853.0481439,6058,1.4955908060073853
1523371913.154615,6205,1.512399435043335
1523371973.1161864,6352,1.2208786010742188
1523372033.1511073,6483,1.539367914199829
1523372093.0465662,6629,1.272255301475525
1523372153.159758,6776,1.0838826894760132
1523372213.078938,6923,1.1003313064575195
1523372272.9765544,7070,1.3117245435714722
1523372333.231127,7217,1.3509387969970703
1523372393.0686002,7362,1.301831603050232
1523372452.993222,7509,1.0518522262573242
1523372513.1941173,7656,1.107494592666626
1523372573.1972594,7803,1.0964082479476929
1523372633.011765,7933,1.4184871912002563
1523372693.1535792,8080,1.233076572418213
1523372753.2411344,8227,1.4971144199371338
1523372813.020607,8373,1.0027756690979004
1523372872.9998877,8519,1.337184190750122
1523372933.0694978,8666,1.2383955717086792
1523372993.0845332,8811,1.6076598167419434
1523373053.0571659,8958,1.2886124849319458
1523373113.064479,9105,1.2322771549224854
1523373172.9447715,9251,1.5087944269180298
1523373233.1061227,9383,1.3892122507095337
1523373293.0239882,9529,1.1407138109207153
1523373353.1031127,9676,1.3161370754241943
1523373413.0263188,9822,0.9999274611473083
1523373473.1210508,9969,1.1896854639053345
1523373533.0485873,10116,1.3165431022644043
1523373593.1436079,10262,1.5315437316894531
1523373652.9732924,10408,1.176773190498352
1523373713.1925073,10556,1.4077045917510986
1523373772.983253,10702,1.0840153694152832
1523373833.0510907,10834,1.057940125465393
1523373893.0481143,10981,1.1018681526184082
1523373953.1757252,11128,0.9594768285751343
1523374013.0190592,11274,1.1319925785064697
1523374073.0452404,11420,1.481362223625183
1523374133.1552277,11567,1.1051996946334839
1523374193.0805252,11712,1.2312209606170654
1523374253.0617082,11859,0.991112470626831
1523374312.875381,12006,1.0322785377502441
1523374373.199305,12154,1.03859543800354
1523374433.063431,12285,1.3087745904922485
1523374493.116376,12432,1.3422837257385254
1523374553.0594738,12578,1.1344925165176392
1523374613.0549254,12725,1.2990998029708862
1523374673.0440135,12871,1.2234723567962646
1523374733.2690408,13019,1.1244882345199585
1523374793.0390716,13163,1.0854359865188599
1523374853.0724556,13310,1.0256956815719604
1523374913.0674734,13457,1.0575684309005737
1523374973.0552309,13604,0.9706233143806458
1523375033.039368,13735,1.1695359945297241
1523375093.0805166,13882,1.1474331617355347
1523375152.9915361,14028,1.0685920715332031
1523375213.0129695,14175,1.2655349969863892
1523375273.1900232,14323,1.249337077140808
1523375333.2353384,14470,1.173276662826538
1523375393.0365777,14614,1.601671814918518
1523375453.1733472,14761,1.4153690338134766
1523375513.2234817,14908,1.1276745796203613
1523375572.941875,15054,0.8999756574630737
1523375633.1153498,15186,1.2796857357025146
1523375693.0668366,15333,1.237417459487915
1523375753.1914876,15480,1.0913223028182983
1523375813.1657276,15627,1.152511477470398
1523375873.0047586,15774,0.9951648116111755
1523375933.2142627,15921,1.0274773836135864
1523375993.0651047,16066,1.1565041542053223
1523376053.2051096,16213,1.176042914390564
1523376113.1471338,16360,1.1560810804367065
1523376173.2512388,16507,1.1974024772644043
1523376233.1001995,16638,1.2643415927886963
1523376293.0695143,16785,1.0898025035858154
1523376353.0346124,16932,1.102859616279602
1523376413.1418333,17079,1.7894413471221924
1523376473.038763,17225,1.0350626707077026
1523376533.1692266,17372,1.241321086883545
1523376593.0354214,17518,1.0556248426437378
1523376653.1184535,17666,1.0911442041397095
1523376713.3346634,17814,1.0584356784820557
1523376773.0564866,17960,1.057166576385498
1523376833.0864456,18092,0.9610164761543274
1523376893.0171998,18238,1.2837958335876465
1523376953.1034403,18385,1.0921783447265625
1523377013.0763896,18532,1.0022085905075073
1523377073.1828537,18679,0.9999752044677734
1523377133.0908456,18825,1.174506425857544
1523377192.9940064,18972,1.0883041620254517
1523377253.1920745,19120,1.2822917699813843
1523377313.190187,19266,0.9623838663101196
1523377373.0571423,19413,1.1858724355697632
1523377433.0663712,19545,1.793807029724121
1523377493.0824642,19692,1.0588597059249878
1523377552.9421587,19838,1.448456883430481
1523377613.0383456,19985,1.2513113021850586
1523377672.976419,20132,1.172573208808899
1523377733.2642865,20279,1.1565344333648682
1523377793.113613,20424,0.9809932708740234
1523377853.1724527,20571,1.1997630596160889
1523377913.0660818,20718,0.9965530037879944
1523377973.0150578,20865,1.0277235507965088
1523378033.0912144,20996,0.8792650699615479
1523378093.0639234,21143,1.316562533378601
1523378153.0261972,21289,1.2261899709701538
1523378213.019597,21436,1.0325887203216553
1523378273.1372259,21583,0.9924765229225159
1523378333.2489314,21730,1.1011892557144165
1523378393.195191,21875,1.2723137140274048
1523378453.2104862,22022,1.0859901905059814
1523378513.1802578,22169,1.1201034784317017
1523378573.089889,22315,1.3318740129470825
1523378633.060822,22447,1.2817282676696777
1523378693.078563,22594,1.0405241250991821
1523378752.939507,22741,1.054996371269226
1523378812.9032753,22888,0.9581936001777649
1523378873.1126556,23036,0.9671109914779663
1523378933.2916167,23183,0.9714250564575195
1523378993.0702155,23328,1.2764512300491333
1523379053.060137,23475,1.0761854648590088
1523379113.0398724,23622,1.0954910516738892
1523379173.0487657,23769,1.0951061248779297
1523379233.0108154,23900,1.237367033958435
1523379293.1139843,24047,1.010166883468628
1523379353.0993369,24194,1.1943916082382202
1523379413.0007017,24341,0.9454314708709717
1523379473.1739328,24489,1.0923446416854858
1523379533.035862,24635,1.8404282331466675
1523379592.9823208,24781,1.5753895044326782
1523379652.9988434,24928,1.070786952972412
1523379713.086825,25075,0.923546552658081
1523379773.0257473,25222,1.0690287351608276
1523379832.9321125,25354,1.0709229707717896
1523379893.0778422,25501,1.0856152772903442
1523379953.2278392,25648,1.0154521465301514
1523380013.0706134,25795,1.118843913078308
1523380073.182219,25942,1.0383660793304443
1523380133.1352642,26089,1.3779929876327515
1523380193.0531924,26234,1.0287644863128662
1523380253.0862424,26381,1.4623286724090576
1523380313.0310285,26528,1.5647488832473755
1523380372.9640167,26675,1.18087899684906
1523380433.0832274,26807,1.1552363634109497
1523380493.085234,26954,0.9286813735961914
1523380553.1503856,27101,1.0290194749832153
1523380613.0987875,27247,0.9837663769721985
1523380673.0636327,27394,0.9654554724693298
1523380733.3395925,27542,0.9777666926383972
1523380793.028635,27687,1.111752986907959
1523380852.9875245,27834,0.9108309745788574
1523380912.9682534,27981,1.0476049184799194
1523380972.8895032,28128,1.1824649572372437
1523381033.0422878,28260,1.0926976203918457
1523381093.0572886,28407,0.9712322950363159
1523381153.1187348,28554,1.4109618663787842
1523381212.9530568,28701,1.0602657794952393
1523381273.0271864,28849,1.1186615228652954
1523381333.111966,28996,0.9559931755065918
1523381393.0285447,29142,1.0792495012283325
1523381453.1164863,29289,1.000612735748291
1523381513.1268902,29436,1.0223089456558228
1523381572.9875689,29583,1.1039698123931885
1523381633.0105999,29715,0.8969063758850098
1523381693.1842315,29862,0.8895595669746399
1523381753.0336215,30009,0.8960407376289368
1523381813.0891347,30156,1.1477922201156616
1523381872.9774988,30303,1.03914475440979
1523381933.0775867,30450,0.988068163394928
1523381992.9518454,30596,1.2723913192749023
1523382053.1481516,30744,0.8671362996101379
1523382112.994065,30890,0.8468925356864929
1523382172.9939187,31037,1.131839632987976
1523382233.2085507,31170,1.0707963705062866
1523382293.2368574,31317,1.188879132270813
1523382353.0057573,31463,1.2345173358917236
1523382413.130028,31611,1.2779737710952759
1523382473.1849606,31758,0.9162954688072205
1523382533.275779,31905,1.172242283821106
1523382593.1759193,32050,0.8010008335113525
1523382653.137378,32197,0.9517215490341187
1523382712.9426193,32344,0.8652336597442627
1523382773.154635,32492,0.8675830364227295
1523382833.068788,32623,0.8566495180130005
1523382893.0262501,32770,1.1933717727661133
1523382952.9817414,32917,0.9561595916748047
1523383012.9793735,33065,1.459100604057312
1523383073.1961691,33213,0.9345436692237854
1523383133.0071821,33360,1.3256529569625854
1523383193.0107558,33506,1.1857097148895264
1523383252.9874763,33654,0.9759759902954102
1523383313.1500216,33801,1.2251724004745483
1523383373.0783758,33949,0.9132646918296814
1523383433.0953999,34081,0.9546113610267639
1523383493.057407,34229,1.0877057313919067
1523383553.0973678,34377,1.0239957571029663
1523383613.1021073,34525,0.9455799460411072
1523383673.0621617,34672,1.0030745267868042
1523383733.0938559,34820,0.9590991735458374
1523383793.144243,34967,0.9196253418922424
1523383853.172235,35115,1.1391780376434326
1523383913.022304,35262,0.8039855360984802
1523383973.0166225,35409,1.0730865001678467
1523384033.0910842,35542,0.8864627480506897
1523384092.999597,35689,0.8501036763191223
1523384153.0212672,35837,1.1608772277832031
1523384213.0331926,35985,1.2471832036972046
1523384273.0827417,36133,1.1293517351150513
1523384333.0633488,36281,1.1064845323562622
1523384393.073037,36428,0.9190229773521423
1523384453.0144083,36576,0.9087938666343689
1523384513.160267,36725,0.9624249339103699
1523384573.0143986,36873,1.3393471240997314
1523384633.1615167,37006,0.8620972037315369
1523384693.0386343,37153,1.1718930006027222
1523384752.9948974,37301,1.1779325008392334
1523384813.0524294,37448,1.9216753244400024
1523384873.0283694,37596,1.0138674974441528
1523384933.1612375,37743,1.0278054475784302
1523384993.0107226,37889,1.106462001800537
1523385053.0806386,38037,1.0341122150421143
1523385112.9245973,38185,1.0334912538528442
1523385172.9794333,38333,0.8745492696762085
