Wall time,Step,Value
1523369348.7622888,0,14.125
1523369393.0270185,100,11.625
1523369453.1748788,246,12.25
1523369513.1472232,392,10.625
1523369572.9516788,538,13.625
1523369633.0828679,670,17.75
1523369693.2103434,818,13.875
1523369753.063549,966,15.125
1523369812.9442275,1114,15.875
1523369872.979098,1262,13.75
1523369933.096702,1409,13.5
1523369993.035986,1555,12.125
1523370053.187564,1703,14.875
1523370113.1153016,1850,14.875
1523370173.1679614,1997,18.125
1523370233.1752157,2128,17.75
1523370293.124153,2275,16.875
1523370353.155583,2423,13.625
1523370413.0098896,2569,14.625
1523370473.1059787,2716,12.125
1523370533.3165193,2864,17.625
1523370592.9955592,3009,14.5
1523370652.966311,3156,18.25
1523370713.0436285,3303,15.25
1523370773.1260664,3450,12.25
1523370833.0284915,3582,18.25
1523370893.1726978,3730,15.625
1523370953.0312335,3876,14.0
1523371013.1451414,4024,19.625
1523371072.971328,4169,12.5
1523371133.0486968,4316,15.0
1523371193.1569726,4462,20.5
1523371253.2586272,4609,12.875
1523371312.8904388,4755,19.125
1523371373.026426,4902,15.0
1523371433.0247483,5034,12.75
1523371493.047194,5180,19.5
1523371553.0033612,5327,12.75
1523371613.229504,5474,15.75
1523371673.1632092,5620,12.375
1523371733.2129235,5767,12.25
1523371793.1061392,5911,13.5
1523371853.0481439,6058,12.25
1523371913.154615,6205,15.625
1523371973.1161864,6352,13.875
1523372033.1511073,6483,14.0
1523372093.0465662,6629,18.5
1523372153.159758,6776,12.5
1523372213.078938,6923,17.375
1523372272.9765544,7070,12.875
1523372333.231127,7217,11.25
1523372393.0686002,7362,14.375
1523372452.993222,7509,14.125
1523372513.1941173,7656,17.0
1523372573.1972594,7803,13.75
1523372633.011765,7933,11.25
1523372693.1535792,8080,13.875
1523372753.2411344,8227,14.0
1523372813.020607,8373,13.125
1523372872.9998877,8519,13.125
1523372933.0694978,8666,13.75
1523372993.0845332,8811,19.0
1523373053.0571659,8958,18.0
1523373113.064479,9105,15.5
1523373172.9447715,9251,13.875
1523373233.1061227,9383,16.375
1523373293.0239882,9529,17.5
1523373353.1031127,9676,14.0
1523373413.0263188,9822,13.375
1523373473.1210508,9969,14.5
1523373533.0485873,10116,17.5
1523373593.1436079,10262,17.5
1523373652.9732924,10408,14.125
1523373713.1925073,10556,15.75
1523373772.983253,10702,15.625
1523373833.0510907,10834,14.5
1523373893.0481143,10981,18.125
1523373953.1757252,11128,17.25
1523374013.0190592,11274,15.5
1523374073.0452404,11420,12.875
